CustomerKey,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,AddressLine1,AddressLine2,Phone
13297.0,Arthur,S,Rubio,0.0,1966-12-20,M,,M,arthur43@adventure-works.com,110000.0,1.0,9732 Hamilton Ct.,,758-555-0158
13298.0,Anna,L,Harris,0.0,1972-07-23,M,,F,anna51@adventure-works.com,130000.0,1.0,5155 Centennial Way,,191-555-0115
13299.0,Vanessa,,Ross,0.0,1967-04-14,M,,F,vanessa4@adventure-works.com,130000.0,1.0,5661 Elkwood Drive,,292-555-0183
13300.0,Timothy,,Hernandez,0.0,1966-09-03,M,,M,timothy44@adventure-works.com,60000.0,2.0,2146 Twin View Drive,,824-555-0110
13301.0,Angela,,Stewart,0.0,1966-01-30,S,,F,angela48@adventure-works.com,60000.0,2.0,7785 Westchester Pl.,,597-555-0145
13302.0,Cole,A,Torres,0.0,1961-02-14,S,,M,cole6@adventure-works.com,60000.0,2.0,6625 First Ave.,,454-555-0186
13303.0,Jonathan,,Martinez,0.0,1966-09-30,M,,M,jonathan71@adventure-works.com,70000.0,4.0,5896 Mt. Dell,,507-555-0129
13304.0,Sara,,Peterson,0.0,1961-06-24,S,,F,sara5@adventure-works.com,70000.0,4.0,1870 Holland Circle,,778-555-0143
13305.0,Oscar,M,Alexander,0.0,1971-09-18,M,,M,oscar5@adventure-works.com,70000.0,4.0,170 Minert Rd.,,118-555-0112
13306.0,Kaitlyn,,Cox,0.0,1961-05-27,M,,F,kaitlyn57@adventure-works.com,70000.0,4.0,6891 Relis Valley Road,,376-555-0167
13307.0,Michelle,,Stone,0.0,1940-11-09,M,,F,michelle23@adventure-works.com,100000.0,2.0,8425 W. Hook Road,,611-555-0131
13308.0,Kaitlyn,,King,0.0,1941-09-15,M,,F,kaitlyn17@adventure-works.com,60000.0,2.0,8950 Jomar Drive,,889-555-0118
13309.0,Angela,,Sanders,0.0,1947-05-18,M,,F,angela29@adventure-works.com,90000.0,4.0,5757 Satin Court,,534-555-0131
13310.0,Miguel,D,Barnes,0.0,1966-05-18,M,,M,miguel49@adventure-works.com,100000.0,0.0,4071 Hames Dr.,,951-555-0191
13311.0,Isabella,,Reed,0.0,1965-09-23,M,,F,isabella85@adventure-works.com,100000.0,0.0,6351 22nd Ave.,,754-555-0118
13312.0,Natalie,E,Jenkins,0.0,1965-11-17,M,,F,natalie29@adventure-works.com,110000.0,3.0,214 Via Del Sol,,593-555-0122
13313.0,Megan,L,Stone,0.0,1971-09-07,M,,F,megan64@adventure-works.com,120000.0,1.0,3197 Thornhill Place,,526-555-0123
13314.0,Jordan,A,Hernandez,0.0,1966-01-31,M,,M,jordan71@adventure-works.com,120000.0,1.0,4283 Oak Rd.,,409-555-0144
13315.0,Lucas,E,Thomas,0.0,1959-10-01,M,,M,lucas24@adventure-works.com,80000.0,2.0,791 Monte Cresta,,651-555-0160
13316.0,Angel,,Rivera,0.0,1959-10-15,M,,M,angel16@adventure-works.com,80000.0,3.0,5612 Piedmont Dr.,,114-555-0171
13317.0,Jeremiah,,Long,0.0,1960-03-08,S,,M,jeremiah30@adventure-works.com,60000.0,2.0,3298 Rock Creek Way,,146-555-0121
13318.0,Amber,D,Perez,0.0,1959-08-25,M,,F,amber12@adventure-works.com,60000.0,2.0,93 N. 39th Street,,672-555-0166
13319.0,Charles,,Howard,0.0,1959-08-30,S,,M,charles60@adventure-works.com,70000.0,3.0,651 Melody Dr.,,959-555-0179
13320.0,Jasmine,J,Jones,0.0,1958-11-15,S,,F,jasmine3@adventure-works.com,70000.0,3.0,8357 Pheasant Circle,,499-555-0117
13321.0,Arianna,A,Barnes,0.0,1959-04-18,S,,F,arianna3@adventure-works.com,70000.0,3.0,4001 Fawn Glen Circle,,189-555-0119
13322.0,Elizabeth,E,Patterson,0.0,1958-11-19,S,,F,elizabeth40@adventure-works.com,70000.0,3.0,9641 Matterhorn Ct.,,405-555-0192
13323.0,Adam,,Adams,0.0,1958-09-19,M,,M,adam46@adventure-works.com,70000.0,3.0,9381 Bayside Way,,129-555-0195
13324.0,Florian,L,Stiller,0.0,1943-03-20,M,,F,florian1@adventure-works.com,130000.0,2.0,5254 Daylight Place,,798-555-0167
13325.0,Marcus,,Wright,0.0,1943-07-04,M,,M,marcus30@adventure-works.com,90000.0,5.0,569 Lunar Lane,,118-555-0179
13326.0,Bob,J,Fernandez,0.0,1944-02-13,M,,M,bob8@adventure-works.com,130000.0,2.0,69 Market Pl.,,850-555-0165
13327.0,Isabelle,S,Russell,0.0,1944-01-08,M,,F,isabelle18@adventure-works.com,170000.0,1.0,6053 Hill Meadow Place,,738-555-0134
13328.0,Albert,E,Serrano,0.0,1945-01-13,S,,M,albert16@adventure-works.com,80000.0,4.0,4655 Shuey Ave,,813-555-0171
13329.0,Jake,J,Wang,0.0,1944-09-01,M,,M,jake1@adventure-works.com,90000.0,5.0,8170 Money Dr.,,274-555-0163
13330.0,Maria,G,Patterson,0.0,1945-05-01,M,,F,maria33@adventure-works.com,100000.0,2.0,512 Salvio St.,,155-555-0116
13331.0,Lauren,A,Diaz,0.0,1945-05-21,M,,F,lauren68@adventure-works.com,130000.0,2.0,6951 Harmony Way,,184-555-0123
13332.0,Neil,M,Alonso,0.0,1946-04-02,M,,M,neil7@adventure-works.com,90000.0,5.0,881 Brannan Pl.,,693-555-0144
13333.0,Tara,C,Chander,0.0,1945-08-12,M,,F,tara16@adventure-works.com,90000.0,5.0,9665 Pamploma Ct.,,927-555-0118
13334.0,Melanie,K,Rivera,0.0,1945-10-18,M,,F,melanie42@adventure-works.com,90000.0,5.0,6081 Jeanne Circle,,256-555-0125
13335.0,Alyssa,S,Barnes,0.0,1951-02-17,S,,F,alyssa49@adventure-works.com,90000.0,5.0,4498 Dennis Circle,,317-555-0120
13336.0,Deanna,,Gill,0.0,1946-04-20,M,,F,deanna40@adventure-works.com,100000.0,2.0,867 Maria Vega Court,,125-555-0154
13337.0,Lauren,D,Cox,0.0,1953-05-05,M,,F,lauren11@adventure-works.com,80000.0,5.0,136 Balboa Court,,832-555-0117
13338.0,Jada,J,Carter,0.0,1953-08-08,S,,F,jada22@adventure-works.com,90000.0,5.0,8136 Michele Drive,,298-555-0117
13339.0,Nicole,G,Clark,0.0,1947-07-19,S,,F,nicole19@adventure-works.com,90000.0,5.0,2635 Sandy Way,,564-555-0118
13340.0,Natalie,,Edwards,0.0,1947-10-31,M,,F,natalie45@adventure-works.com,90000.0,5.0,4970 B Way,,971-555-0122
13341.0,Lucas,L,King,0.0,1948-03-14,M,,M,lucas42@adventure-works.com,90000.0,5.0,5490 Reality Drive,,681-555-0189
13342.0,Brandon,C,Jackson,0.0,1947-12-15,S,,M,brandon32@adventure-works.com,90000.0,5.0,6583 El Rancho Drive,,505-555-0190
13343.0,Melanie,G,Bradley,0.0,1953-09-21,M,,F,melanie16@adventure-works.com,90000.0,5.0,1732 Pine Creek Way,,907-555-0122
13344.0,Caitlin,A,Reed,0.0,1948-03-10,M,,F,caitlin18@adventure-works.com,110000.0,2.0,3906 Castlewood,,610-555-0117
13345.0,Dalton,A,Butler,0.0,1947-08-30,M,,M,dalton60@adventure-works.com,130000.0,2.0,2906 Hillcrest Ave.,,557-555-0117
13346.0,Gregory,S,Chande,0.0,1948-11-22,S,,M,gregory18@adventure-works.com,110000.0,2.0,9261 S Royal Links Circle,,454-555-0118
13347.0,Rachel,,Hall,0.0,1948-07-01,M,,F,rachel27@adventure-works.com,120000.0,2.0,3531 Brookview Drive,,901-555-0137
13348.0,Noah,,Young,0.0,1948-08-18,M,,M,noah44@adventure-works.com,130000.0,2.0,3867 Vista Way,,672-555-0123
13349.0,Kaitlyn,A,Gonzalez,0.0,1949-04-04,M,,F,kaitlyn15@adventure-works.com,130000.0,2.0,2416 Kaski Ln.,,698-555-0190
13350.0,Isaac,,Sandberg,0.0,1949-03-02,M,,M,isaac3@adventure-works.com,170000.0,2.0,7770 Mota Dr.,,324-555-0137
13351.0,Mariah,,Cox,0.0,1949-10-25,S,,F,mariah35@adventure-works.com,70000.0,4.0,7506 Hill Meadow Place,,628-555-0166
13352.0,Joseph,E,Davis,0.0,1955-03-03,S,,M,joseph11@adventure-works.com,70000.0,4.0,874 Olivera Road,,248-555-0183
13353.0,Jordyn,S,Coleman,0.0,1955-09-22,S,,F,jordyn5@adventure-works.com,60000.0,4.0,8924 Amanda Circle,,127-555-0166
13354.0,Eric,,Campbell,0.0,1955-11-08,M,,M,eric49@adventure-works.com,70000.0,5.0,5486 Woodruff Ln.,,293-555-0189
13355.0,Jackson,,Jai,0.0,1950-03-24,M,,M,jackson5@adventure-works.com,70000.0,5.0,5923 Hazelwood Lane,,767-555-0137
13356.0,Stefanie,J,Prasad,0.0,1950-11-04,M,,F,stefanie6@adventure-works.com,60000.0,4.0,2703 Freda Dr.,# 13,402-555-0146
13357.0,Blake,C,Gonzales,0.0,1951-03-27,S,,M,blake65@adventure-works.com,60000.0,4.0,6887 Deerberry Ct.,,101-555-0146
13358.0,Alexandra,,Edwards,0.0,1950-12-13,M,,F,alexandra45@adventure-works.com,60000.0,4.0,138 Lancelot Dr.,# 105,940-555-0193
13359.0,Ian,C,Wood,0.0,1951-03-02,M,,M,ian42@adventure-works.com,60000.0,4.0,3589 Bancroft Rd.,,304-555-0141
13360.0,Jada,,Cook,0.0,1951-07-03,M,,F,jada13@adventure-works.com,60000.0,5.0,55 St. George Dr.,,735-555-0182
13361.0,Cameron,F,Jai,0.0,1952-02-29,M,,M,cameron28@adventure-works.com,60000.0,5.0,8185 Sol Street,,366-555-0160
13362.0,Destiny,,Morgan,0.0,1962-08-08,S,,F,destiny29@adventure-works.com,60000.0,5.0,7566 Keller Ridge Dr.,,211-555-0112
13363.0,Sydney,K,Allen,0.0,1951-12-14,M,,F,sydney88@adventure-works.com,70000.0,3.0,7421 Palisade Court,,573-555-0126
13364.0,Natalie,F,Anderson,0.0,1952-04-01,S,,F,natalie77@adventure-works.com,70000.0,4.0,7983 Stony Hill Circle,,784-555-0177
13365.0,Luke,,Shan,0.0,1957-09-21,M,,M,luke20@adventure-works.com,70000.0,4.0,2278 Rosa,,290-555-0119
13366.0,Austin,E,Davis,0.0,1957-05-06,M,,M,austin44@adventure-works.com,70000.0,4.0,8547 Lyon Circle,,923-555-0190
13367.0,Savannah,,Edwards,0.0,1952-10-11,M,,F,savannah22@adventure-works.com,70000.0,4.0,4109 Mi Casa Court,,742-555-0150
13368.0,Kyle,C,Henderson,0.0,1969-12-18,M,,M,kyle1@adventure-works.com,70000.0,4.0,7188 Viewpoint Ct,,112-555-0119
13369.0,Mariah,C,Henderson,0.0,1953-02-13,M,,F,mariah9@adventure-works.com,80000.0,5.0,3447 Mozden Lane,,263-555-0151
13370.0,Blake,M,Ross,0.0,1959-03-19,M,,M,blake51@adventure-works.com,60000.0,2.0,Rt. 6415 Box A,,331-555-0154
13371.0,Sydney,B,Gonzales,0.0,1959-11-17,S,,F,sydney39@adventure-works.com,60000.0,2.0,6880 N Lanky Lane,,712-555-0120
13372.0,Isaac,R,Edwards,0.0,1954-05-28,M,,M,isaac24@adventure-works.com,60000.0,2.0,9421 South Royal Links,,132-555-0164
13373.0,Michelle,L,Murphy,0.0,1953-09-01,S,,F,michelle15@adventure-works.com,60000.0,2.0,2104 Grading Way,,331-555-0144
13374.0,Marco,M,Martinez,0.0,1959-05-17,M,,M,marco18@adventure-works.com,60000.0,2.0,3917 Fern Leaf Lane,,143-555-0120
13375.0,Jason,,Kumar,0.0,1953-10-09,M,,M,jason26@adventure-works.com,60000.0,2.0,1974 Heritage Oaks,,758-555-0180
13376.0,Jerry,D,Rai,0.0,1959-08-31,M,,M,jerry19@adventure-works.com,60000.0,2.0,3576 Silver Cypress Ct.,,607-555-0170
13377.0,Thomas,,Hernandez,0.0,1953-09-13,M,,M,thomas54@adventure-works.com,70000.0,4.0,7879 Mt. Etna Drive,,819-555-0122
13378.0,Alexandra,J,Bailey,0.0,1959-09-14,M,,F,alexandra10@adventure-works.com,70000.0,4.0,8885 Partridge Dr.,,243-555-0161
13379.0,Bailey,,Morris,0.0,1954-11-11,S,,F,bailey16@adventure-works.com,60000.0,2.0,388 Frame Lane,,808-555-0180
13380.0,Katherine,,Scott,0.0,1955-04-24,M,,F,katherine61@adventure-works.com,60000.0,2.0,9059 Northgate Road,,429-555-0112
13381.0,Vanessa,,Jenkins,0.0,1960-03-18,M,,F,vanessa7@adventure-works.com,60000.0,2.0,6221 Steven Way,,915-555-0151
13382.0,Richard,V,Rogers,0.0,1960-02-01,M,,M,richard100@adventure-works.com,70000.0,5.0,7629 Alier Dr.,,591-555-0190
13383.0,Natalie,J,Wright,0.0,1961-09-29,S,,F,natalie63@adventure-works.com,60000.0,2.0,6075 Olive Hill,,996-555-0114
13384.0,Mario,T,Ashe,0.0,1956-04-23,S,,M,mario21@adventure-works.com,60000.0,2.0,1809 Candellero Dr.,,763-555-0114
13385.0,Danielle,M,Cook,0.0,1956-05-26,S,,F,danielle24@adventure-works.com,60000.0,2.0,8305 California St.,,140-555-0112
13386.0,Samuel,R,Patterson,0.0,1955-07-26,M,,M,samuel9@adventure-works.com,60000.0,2.0,3260 Marsh Meadow Way,,668-555-0143
13387.0,Miranda,L,Jenkins,0.0,1955-09-18,M,,F,miranda7@adventure-works.com,60000.0,2.0,4739 Delta View Ln,,588-555-0148
13388.0,Marshall,M,Shen,0.0,1955-12-11,S,,M,marshall23@adventure-works.com,60000.0,2.0,1530 Dallis Drive,,170-555-0132
13389.0,Madison,M,Thomas,0.0,1956-05-19,M,,F,madison11@adventure-works.com,70000.0,4.0,8744 Black Walnut,,245-555-0112
13390.0,Julia,C,Collins,0.0,1955-11-23,M,,F,julia4@adventure-works.com,70000.0,4.0,9622 Precipice Court,,697-555-0157
13391.0,Brenda,,Malhotra,0.0,1956-08-26,M,,F,brenda8@adventure-works.com,40000.0,2.0,5190 Jacqueline Way,,113-555-0198
13392.0,Hunter,,Parker,0.0,1956-10-30,M,,M,hunter28@adventure-works.com,70000.0,2.0,717 Westwood Court,,407-555-0160
13393.0,Willie,,Kumar,0.0,1956-10-15,M,,M,willie27@adventure-works.com,70000.0,2.0,613 Lakehurst Dr.,,168-555-0116
13394.0,Matthew,L,Clark,0.0,1956-09-11,S,,M,matthew24@adventure-works.com,70000.0,2.0,1400 Gibrix Drive,,544-555-0139
13395.0,Gabriel,J,Li,0.0,1957-01-11,M,,M,gabriel23@adventure-works.com,70000.0,2.0,6374 Roundtree Drive,,502-555-0188
13396.0,David,,Kumar,0.0,1956-12-24,M,,M,david60@adventure-works.com,70000.0,2.0,3997 Alpine Drive,,617-555-0190
13397.0,Adam,,Mitchell,0.0,1962-04-04,M,,M,adam41@adventure-works.com,60000.0,2.0,3560 Harvard Dr.,,126-555-0119
13398.0,Logan,L,Ross,0.0,1973-09-12,M,,M,logan6@adventure-works.com,60000.0,2.0,2416 Fairlane Place,,315-555-0143
13399.0,Edward,A,Young,0.0,1956-09-17,M,,M,edward47@adventure-works.com,60000.0,2.0,9529 North Park Court,,385-555-0122
13400.0,Julia,B,Thomas,0.0,1962-08-08,M,,F,julia33@adventure-works.com,60000.0,2.0,9424 Athens Circle,,142-555-0167
13401.0,Erin,S,Bradley,0.0,1963-02-18,S,,F,erin18@adventure-works.com,60000.0,3.0,2111 Freedom Court,,978-555-0178
13402.0,Gabriel,E,Turner,0.0,1957-09-25,M,,M,gabriel35@adventure-works.com,60000.0,3.0,2376 Holiday Hills Dr.,,127-555-0118
13403.0,Jennifer,,Jackson,0.0,1957-10-30,S,,F,jennifer40@adventure-works.com,70000.0,5.0,5710 Ida Drive,,385-555-0139
13404.0,Kelvin,,Yang,0.0,1975-03-09,M,,M,kelvin24@adventure-works.com,130000.0,2.0,9252 Lindell Dr.,,1 (11) 500 555-0123
13405.0,Ethan,L,Bryant,0.0,1963-04-04,M,,M,ethan14@adventure-works.com,110000.0,2.0,"5, rue de la Comédie",,1 (11) 500 555-0166
13406.0,Craig,,Jiménez,0.0,1962-07-05,M,,M,craig6@adventure-works.com,130000.0,2.0,Auf der Krone 4775,,1 (11) 500 555-0133
13407.0,Cassandra,,Rana,0.0,1963-04-06,S,,F,cassandra12@adventure-works.com,150000.0,2.0,9055 Calafia Ave,,1 (11) 500 555-0175
13408.0,Katherine,R,Gonzales,0.0,1962-10-06,M,,F,katherine43@adventure-works.com,170000.0,2.0,2139 Birdwatch Ave.,,1 (11) 500 555-0189
13409.0,Cory,P,Fernandez,0.0,1966-03-22,M,,M,cory14@adventure-works.com,110000.0,3.0,"1509, rue Maillard",,1 (11) 500 555-0113
13410.0,Jillian,A,Madan,0.0,1961-05-18,M,,F,jillian8@adventure-works.com,110000.0,3.0,Viktoria-Luise-Platz 347,#59,1 (11) 500 555-0176
13411.0,Jacquelyn,,Blanco,0.0,1960-12-30,M,,F,jacquelyn16@adventure-works.com,130000.0,3.0,3894 Dennis Circle,,1 (11) 500 555-0116
13412.0,Rafael,,Zhao,0.0,1961-04-12,M,,M,rafael11@adventure-works.com,130000.0,3.0,828 Pinewood Court,,1 (11) 500 555-0146
13413.0,Fernando,,Phillips,0.0,1938-05-18,M,,M,fernando39@adventure-works.com,60000.0,2.0,1410 N Ranchford Court,,905-555-0115
13414.0,Miguel,,Wilson,0.0,1938-12-29,M,,M,miguel6@adventure-works.com,80000.0,3.0,7751 Lunar Lane,,510-555-0111
13415.0,Marcus,A,Rogers,0.0,1938-10-04,S,,M,marcus94@adventure-works.com,100000.0,1.0,8408 Hillview Dr.,,796-555-0139
13416.0,Richard,,Roberts,0.0,1944-11-16,S,,M,richard32@adventure-works.com,110000.0,1.0,535 Greendell Pl,,510-555-0180
13417.0,Ian,D,Cox,0.0,1938-09-07,M,,M,ian77@adventure-works.com,110000.0,1.0,5120 La Canada,,955-555-0117
13418.0,Devin,C,Cox,0.0,1970-12-01,M,,M,devin78@adventure-works.com,90000.0,4.0,2557 Meadowbrook Dr.,,279-555-0143
13419.0,Lauren,,Coleman,0.0,1970-12-21,M,,F,lauren53@adventure-works.com,90000.0,5.0,3747 Likins Avenue,,123-555-0127
13420.0,Jordan,B,Turner,0.0,1971-01-30,M,,F,jordan33@adventure-works.com,120000.0,3.0,6905 Mendouno Dr.,,382-555-0160
13421.0,Alyssa,C,Patterson,0.0,1970-12-21,M,,F,alyssa56@adventure-works.com,130000.0,2.0,2904 Bay View Drive,,727-555-0180
13422.0,Jacqueline,C,Washington,0.0,1982-03-13,S,,F,jacqueline14@adventure-works.com,160000.0,0.0,6171 Rosey View Drive,,852-555-0111
13423.0,Alex,M,Peterson,0.0,1969-09-03,S,,M,alex8@adventure-works.com,80000.0,4.0,2647 Santa Ana Dr.,,670-555-0124
13424.0,Jasmine,M,Thomas,0.0,1981-03-16,M,,F,jasmine9@adventure-works.com,90000.0,5.0,3484 Springer Court,,337-555-0179
13425.0,Jose,L,Garcia,0.0,1970-01-03,M,,M,jose78@adventure-works.com,90000.0,5.0,3498 Olive Ave.,,435-555-0139
13426.0,Taylor,,Williams,0.0,1969-12-10,S,,F,taylor49@adventure-works.com,110000.0,3.0,5272 Mill Rd.,,526-555-0132
13427.0,Connor,A,Winston,0.0,1975-03-08,S,,M,connor19@adventure-works.com,130000.0,2.0,6127 Lilly Lane,,140-555-0183
13428.0,Marcus,A,Ramirez,0.0,1970-06-09,M,,M,marcus82@adventure-works.com,130000.0,3.0,1888 Buena Vista,,127-555-0144
13429.0,Gabrielle,,Washington,0.0,1969-08-03,M,,F,gabrielle35@adventure-works.com,150000.0,2.0,74 Valley Blvd.,,361-555-0188
13430.0,Edward,,Griffin,0.0,1980-11-07,M,,M,edward69@adventure-works.com,150000.0,2.0,4202 Northridge Dr.,,111-555-0181
13431.0,Bryan,E,James,0.0,1962-01-31,M,,M,bryan4@adventure-works.com,70000.0,3.0,1278 Sunshine Dr.,,580-555-0138
13432.0,Dalton,S,Wood,0.0,1978-06-14,S,,M,dalton47@adventure-works.com,80000.0,3.0,7392 Diver Way,,540-555-0150
13433.0,Jessie,E,Vazquez,0.0,1961-09-08,S,,F,jessie33@adventure-works.com,90000.0,2.0,6483 Crystal Ave.,,773-555-0121
13434.0,Kaitlyn,G,Wright,0.0,1940-06-03,S,,F,kaitlyn18@adventure-works.com,50000.0,2.0,1589 Santa Teresa Dr.,,706-555-0121
13435.0,Tracy,A,Pal,0.0,1940-03-16,M,,F,tracy11@adventure-works.com,70000.0,4.0,3024 W Lake Drive,,157-555-0153
13436.0,Gail,,Griffin,0.0,1968-07-03,S,,F,gail7@adventure-works.com,90000.0,0.0,5871 Detroit Ave.,,450-555-0171
13437.0,Ethan,B,Flores,0.0,1974-08-22,M,,M,ethan9@adventure-works.com,90000.0,0.0,8373 Endriss,,836-555-0132
13438.0,Chloe,,Griffin,0.0,1969-04-21,S,,F,chloe86@adventure-works.com,90000.0,0.0,6275 Bel Air Drive,,160-555-0168
13439.0,Arturo,,Lin,0.0,1968-09-12,M,,M,arturo8@adventure-works.com,110000.0,4.0,3848 Mt. Diablo St.,,784-555-0141
13440.0,Sydney,A,Miller,0.0,1973-02-14,S,,F,sydney70@adventure-works.com,80000.0,5.0,7474 High St.,,134-555-0132
13441.0,Omar,S,Zhang,0.0,1973-05-10,M,,M,omar0@adventure-works.com,90000.0,5.0,7481 Caravelle Ct.,,820-555-0158
13442.0,Paula,,Vazquez,0.0,1968-02-29,S,,F,paula17@adventure-works.com,90000.0,5.0,7293 Stanford Way,,284-555-0134
13443.0,Jasmine,,White,0.0,1968-01-07,M,,F,jasmine11@adventure-works.com,100000.0,1.0,5020 Kenneth Ct.,,458-555-0131
13444.0,Abby,M,Lopez,0.0,1967-11-02,S,,F,abby14@adventure-works.com,110000.0,1.0,6121 Pebble Glen Drive,,941-555-0140
13445.0,Logan,H,Davis,0.0,1968-02-01,M,,M,logan55@adventure-works.com,120000.0,1.0,2986 Cleveland Avenue,,208-555-0135
13446.0,Katelyn,,Scott,0.0,1967-10-07,S,,F,katelyn37@adventure-works.com,120000.0,1.0,7529 Adelaide St.,,196-555-0135
13447.0,Destiny,M,Cox,0.0,1967-11-01,M,,F,destiny36@adventure-works.com,130000.0,1.0,9742 Anderson Way,,131-555-0112
13448.0,Catherine,,Ward,0.0,1968-01-10,M,,F,catherine11@adventure-works.com,130000.0,1.0,9450 Almond Street,,805-555-0126
13449.0,Jerome,H,Diaz,0.0,1966-12-16,S,,M,jerome3@adventure-works.com,80000.0,5.0,4911 Dance Court,,238-555-0168
13450.0,Victoria,S,Jones,0.0,1972-07-14,S,,F,victoria4@adventure-works.com,90000.0,4.0,8738 Crawford Street,,328-555-0157
13451.0,Robin,H,Browning,0.0,1972-06-23,M,,F,robin12@adventure-works.com,110000.0,1.0,6934 Santa Cruz Dr.,,802-555-0178
13452.0,Kaitlyn,,Evans,0.0,1966-09-10,M,,F,kaitlyn0@adventure-works.com,130000.0,1.0,6714 Roundtree Court,,845-555-0187
13453.0,Amanda,,Howard,0.0,1966-11-08,M,,F,amanda11@adventure-works.com,130000.0,1.0,8465 F Mt Hood Circle,,152-555-0195
13454.0,Benjamin,,Griffin,0.0,1966-08-17,M,,M,benjamin22@adventure-works.com,130000.0,1.0,2039 Doon Cr,# 120,153-555-0127
13455.0,Kaitlyn,L,Bryant,0.0,1972-08-06,M,,F,kaitlyn85@adventure-works.com,130000.0,3.0,8859 Wood Ranch Circle,,903-555-0154
13456.0,Sydney,,Hernandez,0.0,1961-01-20,S,,F,sydney59@adventure-works.com,80000.0,2.0,3167 Pirate Lane,,662-555-0155
13457.0,Eric,,Henderson,0.0,1960-08-04,M,,M,eric13@adventure-works.com,60000.0,2.0,4723 Zion Avenue,,249-555-0189
13458.0,Joan,,James,0.0,1961-03-02,M,,F,joan3@adventure-works.com,60000.0,2.0,5003 Pheasant Drive,,784-555-0113
13459.0,Devin,G,Foster,0.0,1961-01-13,M,,M,devin54@adventure-works.com,60000.0,2.0,4703 Westbury Dr.,,227-555-0182
13460.0,Jasmine,,Walker,0.0,1960-03-20,S,,F,jasmine20@adventure-works.com,80000.0,2.0,7289 Brookview Dr.,,184-555-0189
13461.0,Anthony,L,Jones,0.0,1940-08-29,S,,M,anthony12@adventure-works.com,130000.0,2.0,1020 Carletto Drive,,150-555-0152
13462.0,Jay,M,Sara,0.0,1947-11-07,S,,M,jay17@adventure-works.com,50000.0,2.0,3296 Sinaloa,,459-555-0199
13463.0,Tammy,B,Sara,0.0,1942-02-01,M,,F,tammy11@adventure-works.com,60000.0,2.0,2422 Norse Drive,,620-555-0110
13464.0,Martha,C,Hu,0.0,1942-05-08,M,,F,martha20@adventure-works.com,70000.0,4.0,6272 Maywood Ln,,505-555-0153
13465.0,Sydney,,Campbell,0.0,1941-07-04,M,,F,sydney49@adventure-works.com,100000.0,2.0,1345 Blocking Circle,#3,134-555-0160
13466.0,Bryce,,James,0.0,1965-12-18,M,,M,bryce0@adventure-works.com,80000.0,5.0,1064 Armstrong Rd.,,980-555-0197
13467.0,Kristopher,,Martinez,0.0,1966-01-02,S,,M,kristopher16@adventure-works.com,90000.0,4.0,4332 Lislin Ct,,131-555-0121
13468.0,Mariah,,Sanders,0.0,1966-03-02,S,,F,mariah3@adventure-works.com,100000.0,3.0,8315 Rolando Avenue,,237-555-0173
13469.0,Bryce,L,Bailey,0.0,1966-04-09,S,,M,bryce15@adventure-works.com,100000.0,0.0,3673 Serrana Court,,345-555-0161
13470.0,Jaclyn,,Jai,0.0,1966-06-16,S,,F,jaclyn35@adventure-works.com,100000.0,0.0,9163 Hilltop Road,,566-555-0170
13471.0,Eric,,Bryant,0.0,1965-09-30,M,,M,eric25@adventure-works.com,120000.0,1.0,3187 Hackamore Lane,,946-555-0134
13472.0,Simon,,Pearson,0.0,1960-02-08,M,,M,simon3@adventure-works.com,80000.0,2.0,2450 Bryce Dr.,,440-555-0185
13473.0,Logan,A,Hill,0.0,1959-09-02,M,,M,logan39@adventure-works.com,80000.0,3.0,5013 C Mt. Hood Ct.,,228-555-0179
13474.0,Elizabeth,L,Hall,0.0,1959-12-22,M,,F,elizabeth28@adventure-works.com,60000.0,2.0,2934 Sycamore Drive,,366-555-0193
13475.0,Charles,,Allen,0.0,1959-11-02,M,,M,charles29@adventure-works.com,60000.0,2.0,4635 Woodside Court,,578-555-0118
13476.0,Timothy,M,Hall,0.0,1960-02-18,M,,M,timothy46@adventure-works.com,60000.0,2.0,9334 Carpetta Circle,,171-555-0114
13477.0,Katherine,,Wood,0.0,1959-12-26,M,,F,katherine27@adventure-works.com,70000.0,3.0,9228 Via Del Sol,,217-555-0118
13478.0,Alexia,E,Coleman,0.0,1959-11-04,S,,F,alexia6@adventure-works.com,70000.0,3.0,9596 Pass,,678-555-0139
13479.0,Katelyn,,Rogers,0.0,1964-04-19,S,,F,katelyn19@adventure-works.com,70000.0,3.0,9924 Muir Rd.,,201-555-0164
13480.0,Anna,P,Rodriguez,0.0,1958-08-10,S,,F,anna58@adventure-works.com,70000.0,3.0,8532 Monterey Ave,,137-555-0127
13481.0,Hunter,,Hernandez,0.0,1959-01-03,M,,M,hunter44@adventure-works.com,70000.0,3.0,3861 Las Lomas Way,,115-555-0196
13482.0,Haley,,Bryant,0.0,1963-09-16,M,,F,haley37@adventure-works.com,40000.0,3.0,9990 Sunny Ave,,344-555-0198
13483.0,Christian,M,Lal,0.0,1958-03-08,M,,M,christian15@adventure-works.com,40000.0,3.0,6807 Rambling Rose Drive,,423-555-0171
13484.0,Marcus,L,Martinez,0.0,1942-12-06,S,,M,marcus18@adventure-works.com,110000.0,2.0,7959 Driving Drive,,423-555-0177
